t,label,slot,base_hex,rel_off_hex,stride,pre,hit,post
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1D0,2,16256,16262,16262
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1D2,2,0,26214,26214
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1D8,2,16640,16262,16262
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1DA,2,0,26214,26214
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x21E,2,8,1,1
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x222,2,14,2,2
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x028,4,33281,32202,32202
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x02C,4,39172,38525,38525
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x030,4,4294966217,0,0
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x034,4,4294966649,0,0
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x040,4,639,1079,1079
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x044,4,49038,50117,50117
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x060,4,150994944,134219776,134219776
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x08C,4,1082563511,1082227967,1082227967
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x098,4,1082775997,1082227967,1082227967
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0A4,4,1082832191,1082563511,1082563511
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0B0,4,1082563511,1082227967,1082227967
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0BC,4,1082563511,1082227967,1082227967
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0E0,4,1082563511,1082227966,1082227966
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0F0,4,1064211619,1065129582,1065129582
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x0F4,4,1038464560,1041458120,1041458120
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x108,4,3143979737,0,0
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x158,4,16384,90,90
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x15C,4,990484508,1037368819,1037368819
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x160,4,1058642330,1059481190,1059481190
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1D0,4,1065353216,1065772646,1065772646
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x1D8,4,1090519040,1065772646,1065772646
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x21C,4,8,1,1
1760706620.454057,HIT,P2-C1,0x927EB9E0,0x220,4,14,2,2
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02A,1,125,122,122
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02B,1,202,19,19
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02E,1,150,148,148
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02F,1,125,67,67
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x030,1,255,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x031,1,255,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x032,1,252,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x033,1,73,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x034,1,255,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x035,1,255,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x036,1,253,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x037,1,198,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x042,1,4,3,3
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x043,1,55,183,183
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x046,1,195,199,199
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x047,1,197,124,124
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x060,1,9,8,8
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x061,1,0,4,4
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x062,1,0,8,8
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08D,1,112,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08E,1,144,83,83
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08F,1,187,74,74
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x09A,1,228,144,144
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x09B,1,67,187,187
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A5,1,113,112,112
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A6,1,100,228,228
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A7,1,197,67,67
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B1,1,112,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B2,1,144,83,83
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B3,1,187,74,74
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BD,1,112,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BE,1,144,83,83
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BF,1,187,74,74
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E1,1,112,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E2,1,144,83,83
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E3,1,186,75,75
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F1,1,172,144,144
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F2,1,55,193,193
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F3,1,22,242,242
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F5,1,32,38,38
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F6,1,98,106,106
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F7,1,176,76,76
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x108,1,187,190,190
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x109,1,167,35,35
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x10A,1,15,215,215
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x10B,1,197,10,10
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15A,1,64,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15B,1,0,90,90
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15C,1,59,61,61
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15D,1,89,212,212
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15E,1,46,253,253
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15F,1,25,243,243
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1D8,1,65,63,63
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1D9,1,23,134,134
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1DA,1,51,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1DB,1,52,102,102
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1EB,1,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1EF,1,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x217,1,1,64,64
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x21B,1,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x21F,1,9,1,1
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x223,1,18,1,1
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02A,2,32202,31251,31251
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02E,2,38525,37955,37955
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x030,2,65535,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x032,2,64585,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x034,2,65535,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x036,2,64966,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x042,2,1079,951,951
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x046,2,50117,51068,51068
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x060,2,2304,2052,2052
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x062,2,0,2048,2048
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08C,2,16496,16486,16486
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08E,2,37051,21322,21322
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x09A,2,58435,37051,37051
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A4,2,16497,16496,16496
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A6,2,25797,58435,58435
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B0,2,16496,16486,16486
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B2,2,37051,21322,21322
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BC,2,16496,16486,16486
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BE,2,37051,21322,21322
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E0,2,16496,16486,16486
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E2,2,37050,21323,21323
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F0,2,16300,16272,16272
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F2,2,14102,49650,49650
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F4,2,48928,48934,48934
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F6,2,25264,27212,27212
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x108,2,48039,48675,48675
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x10A,2,4037,55050,55050
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15A,2,16384,90,90
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15C,2,15193,15828,15828
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15E,2,11801,65011,65011
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1D8,2,16663,16262,16262
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1DA,2,13108,26214,26214
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1EA,2,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1EE,2,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x216,2,1,64,64
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x21A,2,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x21E,2,9,1,1
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x222,2,18,1,1
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x028,4,32202,31251,31251
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x02C,4,38525,37955,37955
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x030,4,4294966345,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x034,4,4294966726,0,0
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x040,4,1079,951,951
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x044,4,50117,51068,51068
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x060,4,150994944,134481920,134481920
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x08C,4,1081118907,1080447818,1080447818
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x098,4,1081140291,1081118907,1081118907
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0A4,4,1081173189,1081140291,1081140291
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0B0,4,1081118907,1080447818,1080447818
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0BC,4,1081118907,1080447818,1080447818
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0E0,4,1081118906,1080447819,1080447819
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F0,4,1068250902,1066451442,1066451442
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x0F4,4,3206570672,3206965836,3206965836
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x108,4,3148287941,3190019850,3190019850
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x158,4,16384,90,90
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x15C,4,995700249,1037368819,1037368819
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1D8,4,1092039476,1065772646,1065772646
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1E8,4,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x1EC,4,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x214,4,1,64,64
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x218,4,64,66,66
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x21C,4,9,1,1
1760706620.740194,HIT,P2-C1,0x927EB9E0,0x220,4,18,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x002,1,0,128,128
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02A,1,122,115,115
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02B,1,19,200,200
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02E,1,148,144,144
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02F,1,67,125,125
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x042,1,3,6,6
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x043,1,183,75,75
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x046,1,199,205,205
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x047,1,124,199,199
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x04E,1,109,111,111
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x04F,1,123,168,168
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x061,1,0,4,4
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06D,1,0,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06E,1,64,0,0
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06F,1,8,16,16
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08D,1,80,68,68
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08E,1,185,144,144
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08F,1,35,45,45
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x09A,1,191,185,185
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x09B,1,112,35,35
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0A6,1,201,191,191
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0A7,1,33,112,112
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B1,1,80,68,68
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B2,1,191,144,144
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B3,1,112,45,45
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BD,1,80,68,68
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BE,1,191,144,144
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BF,1,112,45,45
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E1,1,80,68,68
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E2,1,191,144,144
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E3,1,110,45,45
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F1,1,49,52,52
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F2,1,85,182,182
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F3,1,160,171,171
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F4,1,60,61,61
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F5,1,185,140,140
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F6,1,166,2,2
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F7,1,0,72,72
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x108,1,185,190,190
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x109,1,201,66,66
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x10A,1,151,143,143
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x10B,1,242,92,92
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15C,1,57,62,62
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15D,1,131,8,8
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15E,1,9,49,49
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15F,1,42,39,39
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x161,1,38,51,51
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x162,1,102,51,51
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x163,1,102,51,51
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BD,1,117,163,163
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BE,1,194,215,215
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BF,1,143,10,10
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C1,1,143,163,163
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C2,1,92,215,215
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C3,1,41,10,10
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D1,1,134,166,166
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D8,1,65,63,63
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D9,1,124,166,166
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1DA,1,0,102,102
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1DB,1,2,102,102
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1EB,1,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1EF,1,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x217,1,64,66,66
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x21B,1,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x21F,1,15,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x223,1,23,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x002,2,78,32846,32846
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02A,2,31251,29640,29640
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02E,2,37955,36989,36989
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x042,2,951,1611,1611
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x046,2,51068,52679,52679
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x04E,2,28027,28584,28584
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x060,2,2048,2052,2052
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06C,2,0,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06E,2,16392,16,16
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08C,2,16464,16452,16452
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08E,2,47395,36909,36909
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x09A,2,49008,47395,47395
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0A6,2,51489,49008,49008
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B0,2,16464,16452,16452
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B2,2,49008,36909,36909
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BC,2,16464,16452,16452
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BE,2,49008,36909,36909
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E0,2,16464,16452,16452
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E2,2,49006,36909,36909
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F0,2,16177,16180,16180
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F2,2,21920,46763,46763
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F4,2,15545,15756,15756
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F6,2,42496,584,584
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x108,2,47561,48706,48706
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x10A,2,38898,36700,36700
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15C,2,14723,15880,15880
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15E,2,2346,12583,12583
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x160,2,16166,16179,16179
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x162,2,26214,13107,13107
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BC,2,48501,48547,48547
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BE,2,49807,55050,55050
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C0,2,15759,15779,15779
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C2,2,23593,55050,55050
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D0,2,16262,16294,16294
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D8,2,16764,16294,16294
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1DA,2,2,26214,26214
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1EA,2,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1EE,2,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x216,2,64,66,66
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x21A,2,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x21E,2,15,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x222,2,23,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x000,4,78,32846,32846
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x028,4,31251,29640,29640
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x02C,4,37955,36989,36989
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x040,4,951,1611,1611
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x044,4,51068,52679,52679
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x04C,4,28027,28584,28584
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x060,4,134219776,134481920,134481920
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x06C,4,16392,65552,65552
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x08C,4,1079032099,1078235181,1078235181
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x098,4,1079033712,1079032099,1079032099
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0A4,4,1079036193,1079033712,1079033712
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0B0,4,1079033712,1078235181,1078235181
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0BC,4,1079033712,1078235181,1078235181
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0E0,4,1079033710,1078235181,1078235181
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F0,4,1060197792,1060419243,1060419243
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x0F4,4,1018799616,1032585800,1032585800
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x108,4,3116996594,3192033116,3192033116
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x15C,4,964888874,1040724263,1040724263
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x160,4,1059481190,1060320051,1060320051
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1BC,4,3178611343,3181631242,3181631242
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1C0,4,1032805417,1034147594,1034147594
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D0,4,1065772646,1067869798,1067869798
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1D8,4,1098645506,1067869798,1067869798
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1E8,4,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x1EC,4,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x214,4,64,66,66
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x218,4,66,64,64
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x21C,4,15,1,1
1760706621.140742,HIT,P2-C1,0x927EB9E0,0x220,4,23,1,1
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x02A,1,115,110,110
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x02B,1,200,41,41
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x02E,1,144,141,141
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x02F,1,125,30,30
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x030,1,255,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x031,1,255,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x032,1,250,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x033,1,97,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x034,1,255,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x035,1,255,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x036,1,252,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x037,1,161,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x042,1,6,5,5
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x043,1,75,159,159
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x046,1,205,211,211
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x047,1,199,102,102
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x05A,1,16,50,50
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x05B,1,1,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x060,1,9,8,8
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x062,1,0,8,8
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x063,1,0,64,64
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x064,1,4,0,0
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x08D,1,40,38,38
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x08E,1,192,27,27
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x08F,1,57,82,82
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x090,1,0,61,61
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x091,1,0,204,204
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x092,1,0,204,204
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x093,1,0,205,205
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x099,1,40,38,38
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09A,1,253,27,27
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09B,1,199,82,82
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09C,1,0,61,61
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09D,1,0,204,204
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09E,1,0,204,204
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x09F,1,0,205,205
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0A5,1,41,40,40
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0A6,1,85,192,192
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0A7,1,182,57,57
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0B1,1,40,38,38
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0B2,1,192,27,27
1760706621.554495,HIT,P2-C1,0x927EB9E0,0x0B3,1,57,82,82
